job_code	act_type	obj_type	obj_detail
20010209	만들기	컴퓨터·데이터	
20010210	만들기	컴퓨터·데이터	
20010211	분석·연구	컴퓨터·데이터	
20010212	운전·조작	컴퓨터·데이터	
20010213	관리·운영	컴퓨터·데이터	
20010214	관리·운영	컴퓨터·데이터	
20010215	만들기	컴퓨터·데이터	
20010216	만들기	컴퓨터·데이터	
20010217	만들기	컴퓨터·데이터	
20010301	관리·운영	컴퓨터·데이터	
20010302	가르치기	사람	학습자
20010303	돕기·돌봄	사람	고객·손님
20010304	관리·운영	컴퓨터·데이터	
20010305	관리·운영	컴퓨터·데이터	
20010306	관리·운영	숫자·문서	
20010401	관리·운영	숫자·문서	
20010402	분석·연구	컴퓨터·데이터	
20010403	분석·연구	컴퓨터·데이터	
20010404	분석·연구	컴퓨터·데이터	
20010501	판매·설득	컴퓨터·데이터	
20010502	판매·설득	컴퓨터·데이터	
20010601	관리·운영	컴퓨터·데이터	
20010602	분석·연구	컴퓨터·데이터	
20010603	분석·연구	컴퓨터·데이터	
20010604	분석·연구	컴퓨터·데이터	
20010605	운전·조작	컴퓨터·데이터	
20010606	분석·연구	컴퓨터·데이터	
20010608	분석·연구	컴퓨터·데이터	
20010609	관리·운영	컴퓨터·데이터	
20010611	관리·운영	기계·설비	
20010612	관리·운영	컴퓨터·데이터	
20010614	분석·연구	컴퓨터·데이터	
20010615	관리·운영	컴퓨터·데이터	
20010616	관리·운영	기계·설비	
20010701	만들기	컴퓨터·데이터	
20010702	관리·운영	컴퓨터·데이터	
20010703	분석·연구	컴퓨터·데이터	
20010704	관리·운영	컴퓨터·데이터	
20010705	만들기	컴퓨터·데이터	
20010706	만들기	컴퓨터·데이터	
20010707	만들기	컴퓨터·데이터	
20010801	분석·연구	컴퓨터·데이터	
20010802	관리·운영	컴퓨터·데이터	
20010803	관리·운영	숫자·문서	
20010901	관리·운영	숫자·문서	
20010902	만들기	컴퓨터·데이터	
20010903	관리·운영	컴퓨터·데이터	
20011001	분석·연구	컴퓨터·데이터	
20011002	표현·창작	컴퓨터·데이터	
20011003	만들기	컴퓨터·데이터	
20011101	관리·운영	숫자·문서	
20011102	분석·연구	컴퓨터·데이터	
20011103	분석·연구	숫자·문서	
20020101	만들기	기계·설비	
20020102	만들기	기계·설비	
20020103	만들기	기계·설비	
20020104	고치기·정비	기계·설비	
20020105	만들기	컴퓨터·데이터	
20020106	고치기·정비	기계·설비	
20020107	고치기·정비	기계·설비	
20020108	고치기·정비	기계·설비	
20020109	고치기·정비	기계·설비	
20020110	만들기	컴퓨터·데이터	
20020201	만들기	기계·설비	
20020202	만들기	기계·설비	
20020203	만들기	기계·설비	
20020204	고치기·정비	기계·설비	
20020205	고치기·정비	기계·설비	
20020206	고치기·정비	기계·설비	
20020301	관리·운영	기계·설비	
20020302	관리·운영	기계·설비	
20020303	관리·운영	기계·설비	
20020304	관리·운영	컴퓨터·데이터	
20020305	관리·운영	숫자·문서	
20020306	관리·운영	기계·설비	
20020307	돕기·돌봄	사람	고객·손님
20020308	관리·운영	컴퓨터·데이터	
20020309	관리·운영	컴퓨터·데이터	
20020310	관리·운영	컴퓨터·데이터	
20020311	관리·운영	컴퓨터·데이터	
20020312	관리·운영	컴퓨터·데이터	
20020313	관리·운영	컴퓨터·데이터	
20020314	관리·운영	컴퓨터·데이터	
20020315	관리·운영	컴퓨터·데이터	
20020316	관리·운영	컴퓨터·데이터	
20020317	관리·운영	컴퓨터·데이터	
20020318	관리·운영	컴퓨터·데이터	
20020319	운전·조작	컴퓨터·데이터	
20020401	만들기	창작물	
20020402	표현·창작	창작물	
20020403	만들기	창작물	
20030101	운전·조작	기계·설비	
20030102	분석·연구	컴퓨터·데이터	
20030201	표현·창작	창작물	
20030202	표현·창작	창작물	
20030203	운전·조작	기계·설비	
20030204	관리·운영	컴퓨터·데이터	
20030205	관리·운영	컴퓨터·데이터	
20030301	관리·운영	컴퓨터·데이터	
20030302	관리·운영	기계·설비	
20030303	관리·운영	컴퓨터·데이터	
20030304	돕기·돌봄	기계·설비	
20030305	고치기·정비	기계·설비	
20030306	관리·운영	컴퓨터·데이터	
21010101	만들기	창작물	
21010102	만들기	창작물	
21010103	만들기	창작물	
21010104	만들기	창작물	
21010105	만들기	창작물	
21010106	만들기	창작물	
21010107	만들기	창작물	
21010108	만들기	창작물	
21010109	만들기	창작물	
21010110	분석·연구	창작물	
21010111	분석·연구	창작물	
21010201	만들기	창작물	
21010202	만들기	창작물	
21010203	만들기	창작물	
21010301	판매·설득	창작물	
21010302	판매·설득	창작물	
21010303	판매·설득	창작물	
21020101	만들기	창작물	
21020102	만들기	창작물	
21020103	만들기	창작물	
21020104	만들기	창작물	
22010101	관리·운영	숫자·문서	
22010102	표현·창작	창작물	
22010103	관리·운영	숫자·문서	
22010104	관리·운영	숫자·문서	
22010201	운전·조작	컴퓨터·데이터	
22010202	만들기	창작물	
22010203	만들기	창작물	
22010204	만들기	창작물	
22010205	만들기	창작물	
22020101	만들기	창작물	
22020102	만들기	창작물	
22020103	만들기	창작물	
22020104	만들기	창작물	
22020105	만들기	창작물	
22020106	만들기	창작물	
22020107	만들기	창작물	
22020108	만들기	창작물	
22020201	만들기	창작물	
22020202	분석·연구	창작물	
22020203	만들기	창작물	
22020204	분석·연구	창작물	
22020205	표현·창작	창작물	
22020206	판매·설득	숫자·문서	
23010101	분석·연구	자연·생물	
23010102	관리·운영	기계·설비	
23010103	관리·운영	자연·생물	
23010104	관리·운영	기계·설비	
23010105	관리·운영	기계·설비	
23010106	관리·운영	기계·설비	
23010107	관리·운영	기계·설비	
23010201	관리·운영	자연·생물	
23010202	분석·연구	컴퓨터·데이터	
23010203	관리·운영	기계·설비	
23010204	분석·연구	자연·생물	
23010301	만들기	기계·설비	
23010302	관리·운영	자연·생물	
23010401	고치기·정비	기계·설비	
23010402	분석·연구	컴퓨터·데이터	
23010501	관리·운영	자연·생물	
23010502	관리·운영	자연·생물	
23020101	돕기·돌봄	사람	고객·손님
23020102	분석·연구	자연·생물	
23020103	분석·연구	자연·생물	
23030101	만들기	자연·생물	
23030102	관리·운영	자연·생물	
23040101	판매·설득	숫자·문서	
23040102	관리·운영	기계·설비	
23040103	관리·운영	자연·생물	
23040201	분석·연구	숫자·문서	
23040202	분석·연구	자연·생물	
23050101	분석·연구	자연·생물	
23050102	분석·연구	자연·생물	
23050103	운전·조작	기계·설비	
23050104	운전·조작	기계·설비	
23050201	관리·운영	자연·생물	
23050202	관리·운영	자연·생물	
23050203	만들기	자연·생물	
23050301	분석·연구	자연·생물	
23050302	고치기·정비	자연·생물	
23050401	관리·운영	사람	직원·동료
23050402	관리·운영	기계·설비	
23050501	만들기	기계·설비	
23050502	만들기	기계·설비	
23050504	만들기	자연·생물	
23050505	만들기	기계·설비	
23050506	만들기	기계·설비	
23050507	만들기	자연·생물	
23050508	만들기	기계·설비	
23050601	분석·연구	숫자·문서	
23050602	관리·운영	컴퓨터·데이터	
23050701	만들기	기계·설비	
23050702	만들기	창작물	
23050703	관리·운영	기계·설비	
23060100	관리·운영	사람	직원·동료
23060101	고치기·정비	기계·설비	
23060102	고치기·정비	기계·설비	
23060103	관리·운영	사람	직원·동료
23060104	관리·운영	기계·설비	
23060105	관리·운영	기계·설비	
23060106	분석·연구	컴퓨터·데이터	
23060107	관리·운영	기계·설비	
23060201	관리·운영	사람	직원·동료
23060202	관리·운영	사람	직원·동료
23060301	분석·연구	기계·설비	
23060302	분석·연구	기계·설비	
23060303	분석·연구	기계·설비	
23060304	분석·연구	기계·설비	
23060305	분석·연구	기계·설비	
23060306	분석·연구	기계·설비	
23060307	분석·연구	기계·설비	
23060308	분석·연구	기계·설비	
24010101	만들기	자연·생물	
24010102	만들기	자연·생물	
24010103	만들기	자연·생물	
24010104	만들기	자연·생물	
24010105	만들기	자연·생물	
24010106	만들기	자연·생물	
24010107	만들기	자연·생물	
24010108	만들기	자연·생물	
24010109	만들기	자연·생물	
24010201	분석·연구	자연·생물	
24010202	분석·연구	자연·생물	
24010203	만들기	자연·생물	
24010204	판매·설득	숫자·문서	
24010301	표현·창작	창작물	
24010302	관리·운영	사람	고객·손님
24010303	고치기·정비	자연·생물	
24010304	분석·연구	자연·생물	
24010401	만들기	창작물	
24010402	만들기	창작물	
24020101	만들기	창작물	
24020102	관리·운영	자연·생물	
24020103	만들기	창작물	
24020104	돕기·돌봄	자연·생물	
24020105	돕기·돌봄	자연·생물	
24020106	만들기	자연·생물	
24020107	운전·조작	자연·생물	
24020108	가르치기	자연·생물	
24020201	관리·운영	자연·생물	
24020202	관리·운영	자연·생물	
24020203	관리·운영	자연·생물	
24020204	돕기·돌봄	자연·생물	
24020205	돕기·돌봄	자연·생물	
24020206	돕기·돌봄	자연·생물	
24030101	만들기	자연·생물	
24030102	만들기	자연·생물	
24030201	관리·운영	자연·생물	
24030202	돕기·돌봄	자연·생물	
24030301	만들기	자연·생물	
24030302	만들기	창작물	
24030303	만들기	창작물	
24040101	운전·조작	자연·생물	
24040102	운전·조작	자연·생물	
24040103	운전·조작	자연·생물	
24040104	운전·조작	자연·생물	
24040201	관리·운영	자연·생물	
24040202	만들기	자연·생물	
24040203	관리·운영	자연·생물	
24040204	운전·조작	자연·생물	
24040301	분석·연구	자연·생물	
24040302	돕기·돌봄	자연·생물	
24040303	만들기	자연·생물	
24040401	표현·창작	창작물	
24040402	관리·운영	사람	고객·손님
24040403	고치기·정비	자연·생물	
